"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2013","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,550",""
"2013","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","816",""
"2013","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","734",""
"2013","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","53,117",""
"2013","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","24,851",""
"2013","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","28,266",""
"2013","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","313",""
"2013","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","157",""
"2013","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","156",""
"2013","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","13,822",""
"2013","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","7,907",""
"2013","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","5,915",""
"2013","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","225",""
"2013","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","125",""
"2013","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","100",""
"2013","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","1,278",""
"2013","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","569",""
"2013","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","709",""
"2013","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","1,156",""
"2013","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","511",""
"2013","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","645",""
"2013","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","861",""
"2013","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","430",""
"2013","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","431",""
"2013","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","24,444",""
"2013","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","10,586",""
"2013","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","13,858",""
"2013","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","2,154",""
"2013","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","1,258",""
"2013","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","896",""
"2013","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","2,163",""
"2013","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","1,331",""
"2013","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","832",""
"2013","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","11",""
"2013","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","4",""
"2013","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","7",""
"2013","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","108",""
"2013","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","17",""
"2013","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","91",""
"2013","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","678",""
"2013","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","284",""
"2013","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","394",""
"2013","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","2",""
"2013","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2013","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","2",""
"2013","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","102",""
"2013","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","57",""
"2013","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","45",""
"2013","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","107",""
"2013","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","62",""
"2013","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","45",""
"2013","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","482",""
"2013","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","207",""
"2013","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","275",""
"2013","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","12,816",""
